name,neighbourhood_cleansed,room_type,price,review_scores_rating
The perfect place for a couple!,l'Antiga Esquerra de l'Eixample,Private room,50,
Bonita habitaciin en el centro VL3,l'Antiga Esquerra de l'Eixample,Private room,26,100
At 10 min walk of Paseo de Gracia! (1-2 pax),l'Antiga Esquerra de l'Eixample,Private room,96,
Beautiful room in the center city,l'Antiga Esquerra de l'Eixample,Private room,65,
"Eixample, Valeri 1",l'Antiga Esquerra de l'Eixample,Entire home/apt,100,87
Principal B&Bcn - Beautiful room with balcony 3,l'Antiga Esquerra de l'Eixample,Private room,190,
Piso con encanto a 15' del centro,l'Antiga Esquerra de l'Eixample,Entire home/apt,99,100
Cozy room with balcony,l'Antiga Esquerra de l'Eixample,Private room,27,100
Amazing Double Room in Carrer de Rosselli,l'Antiga Esquerra de l'Eixample,Private room,62,96
L'Eixample Double Room + Priv bath,l'Antiga Esquerra de l'Eixample,Private room,49,98
Amazing apartment with Terrace in the Centre - V,l'Antiga Esquerra de l'Eixample,Entire home/apt,99,
"SPACIOUS, BRIGHT AND CENTRIC FLAT",l'Antiga Esquerra de l'Eixample,Entire home/apt,75,92
Private terrace and bathroom & WiFi,l'Antiga Esquerra de l'Eixample,Private room,48,94
Se alquila  01 habitacion,l'Antiga Esquerra de l'Eixample,Private room,30,96
Habitaciin privada doble .,l'Antiga Esquerra de l'Eixample,Private room,39,97
Sunny & Quiet Room Private Terrace,l'Antiga Esquerra de l'Eixample,Private room,49,90
Your NEW spot in l'Eixample - WIFI,l'Antiga Esquerra de l'Eixample,Entire home/apt,119,85
Habitaciin doble en Eixample.,l'Antiga Esquerra de l'Eixample,Private room,64,
Spacious 4br Designer Apartment ,l'Antiga Esquerra de l'Eixample,Entire home/apt,180,90
Luxury near Plaza Catalunya,l'Antiga Esquerra de l'Eixample,Entire home/apt,109,90
SUNOTEL JUNIOR,l'Antiga Esquerra de l'Eixample,Private room,210,
Garden Flat near Paseo de Gracia,l'Antiga Esquerra de l'Eixample,Entire home/apt,195,92
Big brighty room with balcony.,l'Antiga Esquerra de l'Eixample,Private room,30,
Lujoso Atico centro de Barcelona       HUTB-010214,l'Antiga Esquerra de l'Eixample,Entire home/apt,220,80
Bed & Breakfast.Beautifull Bedroom ,l'Antiga Esquerra de l'Eixample,Private room,53,99
TRUE DESIGN IN HEART OF NOBLE BCN!,l'Antiga Esquerra de l'Eixample,Entire home/apt,79,95
Moderno apartamento en el centro 2,l'Antiga Esquerra de l'Eixample,Entire home/apt,90,86
"""Cozy double room in Eixample""",l'Antiga Esquerra de l'Eixample,Private room,40,85
Sunny suite in modernist flat,l'Antiga Esquerra de l'Eixample,Private room,40,83
PERFECT DOUBLE ROOM IN HEART OF BCN,l'Antiga Esquerra de l'Eixample,Private room,85,100
"Large Double room, CITY CENTRE BCN. Luxury flat",l'Antiga Esquerra de l'Eixample,Private room,125,
BIG FLAT FOR LARGE GROUPS IN BCN CENTER 2,l'Antiga Esquerra de l'Eixample,Entire home/apt,360,91
Pleasant Villarroel,l'Antiga Esquerra de l'Eixample,Entire home/apt,60,77
Habitaciin doble en moderno apartamento,l'Antiga Esquerra de l'Eixample,Private room,60,
Large double bedroom in  BCN city centre.,l'Antiga Esquerra de l'Eixample,Private room,155,
Lujoso apartamento para 6 personas     HUTB-008109,l'Antiga Esquerra de l'Eixample,Entire home/apt,250,80
Private room / Barcelona center,l'Antiga Esquerra de l'Eixample,Private room,35,95
Art apartment Eixample to share,l'Antiga Esquerra de l'Eixample,Private room,30,81
"Brilliant Flat, perfect location!",l'Antiga Esquerra de l'Eixample,Entire home/apt,120,83
Nice room in the center,l'Antiga Esquerra de l'Eixample,Private room,35,93
Supercentral Apartamento Eixample 2,l'Antiga Esquerra de l'Eixample,Entire home/apt,135,92
luxury flat with terrace,l'Antiga Esquerra de l'Eixample,Entire home/apt,980,100
LA CHAMBRE ORANGE WIFI BCN CENTRE,l'Antiga Esquerra de l'Eixample,Private room,35,91
Charming flat in the heart of BCN,l'Antiga Esquerra de l'Eixample,Entire home/apt,118,96
At 10 min walk of Paseo de Gracia!! (1-2 people),l'Antiga Esquerra de l'Eixample,Private room,99,
Nice room in beatiful area (2x1) ,l'Antiga Esquerra de l'Eixample,Private room,18,87
Apartment in City Center,l'Antiga Esquerra de l'Eixample,Entire home/apt,140,93
center of barcelona,l'Antiga Esquerra de l'Eixample,Private room,75,88
ROOM  3,l'Antiga Esquerra de l'Eixample,Private room,25,82
 Panoramic Loft Barcelona centre,l'Antiga Esquerra de l'Eixample,Entire home/apt,69,83
Cozy apartment in Barcelona,l'Antiga Esquerra de l'Eixample,Entire home/apt,225,100
Casa Cosi - Letamendi,l'Antiga Esquerra de l'Eixample,Entire home/apt,130,100
"Homey, intimate & the best location",l'Antiga Esquerra de l'Eixample,Entire home/apt,45,93
House of your dreams,l'Antiga Esquerra de l'Eixample,Entire home/apt,150,87
QUIET FLAT IN CENTRAL POSH AREA,l'Antiga Esquerra de l'Eixample,Private room,45,92
Art House City Centre Universitat,l'Antiga Esquerra de l'Eixample,Entire home/apt,170,
Principal B&Bcn - Beautiful room with balcony 8,l'Antiga Esquerra de l'Eixample,Private room,190,
"Alquilo piso, centro de Barcelona",l'Antiga Esquerra de l'Eixample,Entire home/apt,55,
Ref2294 AB Arago Executive Suites 2-C,l'Antiga Esquerra de l'Eixample,Entire home/apt,600,
Elegant Apartment in City Center,l'Antiga Esquerra de l'Eixample,Entire home/apt,140,95
Single room with good location,l'Antiga Esquerra de l'Eixample,Private room,21,20
Gaudi Superior Residence 3,l'Antiga Esquerra de l'Eixample,Entire home/apt,99,84
Double room in a historic El Eixample apartment,l'Antiga Esquerra de l'Eixample,Private room,40,
Double room in the heart of Barcelona,l'Antiga Esquerra de l'Eixample,Private room,75,93
3Habitaciines agradable en Centro!,l'Antiga Esquerra de l'Eixample,Private room,75,
H HOSPITAL CLINICO,l'Antiga Esquerra de l'Eixample,Private room,52,
"Cozy, central Double room in quiet & hip St Antoni",l'Antiga Esquerra de l'Eixample,Private room,39,91
Comfy and sunny room in the center,l'Antiga Esquerra de l'Eixample,Private room,29,98
City Centre Apartment - Av. Diagonal (995),l'Antiga Esquerra de l'Eixample,Entire home/apt,300,
Ref2292 AB Arago Executive Suites 1-C,l'Antiga Esquerra de l'Eixample,Entire home/apt,600,
Big Central & Quiet 3 bedroom flat,l'Antiga Esquerra de l'Eixample,Entire home/apt,163,95
Principal B&Bcn - Beautiful room with balcony 2,l'Antiga Esquerra de l'Eixample,Private room,190,100
Double room/cozy&modern apartment,l'Antiga Esquerra de l'Eixample,Private room,30,100
Room center Barcelona,l'Antiga Esquerra de l'Eixample,Private room,25,
"Pool, garden, central, daily cleaning, AC, bright",l'Antiga Esquerra de l'Eixample,Entire home/apt,159,94
Habitaciin Doble en Barcelona Centro -1-,l'Antiga Esquerra de l'Eixample,Private room,52,95
STYLISH EIXAMPLE amazing terrace!,l'Antiga Esquerra de l'Eixample,Entire home/apt,390,95
Single private room in Eixample,l'Antiga Esquerra de l'Eixample,Private room,35,97
Eixample Center 1BR apartment,l'Antiga Esquerra de l'Eixample,Entire home/apt,95,90
Bedroom+livingroom stunning views downtown,l'Antiga Esquerra de l'Eixample,Private room,45,93
Casa Cosi - Arago,l'Antiga Esquerra de l'Eixample,Entire home/apt,175,91
FantÕçstic doble room in Barcelona,l'Antiga Esquerra de l'Eixample,Private room,34,97
Modernist apartment in city centre,l'Antiga Esquerra de l'Eixample,Entire home/apt,90,80
Big apartment close to the center,l'Antiga Esquerra de l'Eixample,Entire home/apt,156,
 Eixample Diagonal increible 2 dormitorios ,l'Antiga Esquerra de l'Eixample,Entire home/apt,140,80
Cozy room 20ëâ from Plaza EspaÕ±a,l'Antiga Esquerra de l'Eixample,Private room,49,97
Bedroom with Private Bathroom in Eixample,l'Antiga Esquerra de l'Eixample,Private room,38,
APT. CLOSE TO PASSEIG DE GRACIA,l'Antiga Esquerra de l'Eixample,Entire home/apt,150,77
Stunning design eixample,l'Antiga Esquerra de l'Eixample,Entire home/apt,110,93
Appartment in the heart the Bcn,l'Antiga Esquerra de l'Eixample,Entire home/apt,140,97
Centric Apartment Picasso,l'Antiga Esquerra de l'Eixample,Entire home/apt,120,66
Eixample Center DELUXE 4 B,l'Antiga Esquerra de l'Eixample,Entire home/apt,155,70
Eixample Center DELUXE 3 B,l'Antiga Esquerra de l'Eixample,Entire home/apt,135,75
"3 bedrooms, close to Plaza CataluÕ±a",l'Antiga Esquerra de l'Eixample,Entire home/apt,80,83
Eixample Center DELUXE 2 A,l'Antiga Esquerra de l'Eixample,Entire home/apt,135,77
Centric&modern lovely flat with an amazing terrace,l'Antiga Esquerra de l'Eixample,Private room,130,
Apartment in Eixample - Universitat,l'Antiga Esquerra de l'Eixample,Entire home/apt,70,94
Eixample Center DELUXE SUITE,l'Antiga Esquerra de l'Eixample,Entire home/apt,125,80
Modern 2 bedroom near Diagonal metr,l'Antiga Esquerra de l'Eixample,Entire home/apt,140,80
Spacioux and renovate in Eixample,l'Antiga Esquerra de l'Eixample,Entire home/apt,110,89
"Luxury Bcn center, 9pers,3 bath -Ta",l'Antiga Esquerra de l'Eixample,Entire home/apt,250,97
Room in beautiful apart.in eixample,l'Antiga Esquerra de l'Eixample,Private room,55,100
Terrace Luxury Design in the center,l'Antiga Esquerra de l'Eixample,Entire home/apt,120,89
Eixample Free III For 6 Travellers!,l'Antiga Esquerra de l'Eixample,Entire home/apt,68,85
Beautiful flat at Eixample's heart,l'Antiga Esquerra de l'Eixample,Entire home/apt,70,90
"Barcelona center, Double sunny room",l'Antiga Esquerra de l'Eixample,Private room,38,99
Nice double bedroom in Barcelona,l'Antiga Esquerra de l'Eixample,Private room,25,100
Luxury apt to share or whole in the best area -20%,l'Antiga Esquerra de l'Eixample,Entire home/apt,45,100
"Central stylish 4 bedrooms 4 baths, daily cleaning",l'Antiga Esquerra de l'Eixample,Entire home/apt,199,100
Autentic Aribau Terrace,l'Antiga Esquerra de l'Eixample,Entire home/apt,270,92
Luxury apartment in the heart of Barcelona,l'Antiga Esquerra de l'Eixample,Entire home/apt,40,97
nice flat to rent,l'Antiga Esquerra de l'Eixample,Entire home/apt,82,97
"Spacious room, Great location",l'Antiga Esquerra de l'Eixample,Private room,45,
Beautiful and artist studio.,l'Antiga Esquerra de l'Eixample,Entire home/apt,70,94
Increible lugar con terraza,l'Antiga Esquerra de l'Eixample,Entire home/apt,100,95
Habitaciin en Eixample de Barcelona,l'Antiga Esquerra de l'Eixample,Private room,30,98
COZY & CENTRAL,l'Antiga Esquerra de l'Eixample,Entire home/apt,95,97
"Rooftop flat ""Carlson's Home"" ",l'Antiga Esquerra de l'Eixample,Entire home/apt,65,87
Private Room in Barcelona Strategic AREA,l'Antiga Esquerra de l'Eixample,Private room,27,97
GRACIA - SUNNY APT WITH BIG TERRACE FROM A COUPLE,l'Antiga Esquerra de l'Eixample,Entire home/apt,140,
Very nice apartment in the heart of Barcelona,l'Antiga Esquerra de l'Eixample,Entire home/apt,110,100
Spacious central 4 bedrooms 4 baths daily cleaning,l'Antiga Esquerra de l'Eixample,Entire home/apt,250,
Private Room Balcony - Double Bed,l'Antiga Esquerra de l'Eixample,Private room,38,87
Well-connected large flat near the Sagrada Familia,l'Antiga Esquerra de l'Eixample,Entire home/apt,110,
Habitaciin en el centro de Barcelona,l'Antiga Esquerra de l'Eixample,Private room,32,
Confortable room in the Eixample!,l'Antiga Esquerra de l'Eixample,Private room,26,88
Single centric room - University Sq,l'Antiga Esquerra de l'Eixample,Private room,18,
"ECLECTIC FLAT ""Quadrat dëâOr"" HUTB007943",l'Antiga Esquerra de l'Eixample,Entire home/apt,160,83
Edificio histirico Barcelona centro,l'Antiga Esquerra de l'Eixample,Entire home/apt,316,95
Wifi sunny and wifi... in the city centre.,l'Antiga Esquerra de l'Eixample,Private room,59,91
Fabulous apt near Passeig de Gracia,l'Antiga Esquerra de l'Eixample,Entire home/apt,168,97
"Spacious in Eixample, balcony, 3 bedrooms for 6",l'Antiga Esquerra de l'Eixample,Entire home/apt,300,93
Queen size bed in a cozy apartment in Eixample,l'Antiga Esquerra de l'Eixample,Private room,45,60
Habitaciin acogedora en Eixample,l'Antiga Esquerra de l'Eixample,Shared room,52,94
Nice room in central area (2x1) ,l'Antiga Esquerra de l'Eixample,Private room,18,91
Gran Via Apartment Catalunya square,l'Antiga Esquerra de l'Eixample,Entire home/apt,115,85
"Tremendous room, magnificent location",l'Antiga Esquerra de l'Eixample,Private room,40,
DOUBLE SOFA - BED IN L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,Shared room,40,
Cozy double bedroom in Barcelona,l'Antiga Esquerra de l'Eixample,Private room,50,98
SUNNY AND BIG APARTMENT IN MONTJUIC,l'Antiga Esquerra de l'Eixample,Entire home/apt,80,90
Centre Near Ramblas And Metro,l'Antiga Esquerra de l'Eixample,Private room,30,92
"Apt for 4 people, plaza Catalunya",l'Antiga Esquerra de l'Eixample,Entire home/apt,110,
Apt for 4 people. Plaza Catalunya,l'Antiga Esquerra de l'Eixample,Entire home/apt,110,
Apartment for 6 near Plaza Cataluna MB,l'Antiga Esquerra de l'Eixample,Entire home/apt,110,96
ELEGANT CITY CENTER APART - 1402,l'Antiga Esquerra de l'Eixample,Entire home/apt,335,87
EXCELENTE PISO EN EL CORAZÕ_N DE BARCELONA.,l'Antiga Esquerra de l'Eixample,Entire home/apt,200,
Apt for 6 near Plaza Catalunya MD,l'Antiga Esquerra de l'Eixample,Entire home/apt,152,93
2BARCELONA2 / Downtown Room / Habitaciin CÕ©ntrica,l'Antiga Esquerra de l'Eixample,Private room,27,92
Apt for 4 people near Pl Catalunya,l'Antiga Esquerra de l'Eixample,Entire home/apt,110,
Near paseo de Gracia!,l'Antiga Esquerra de l'Eixample,Private room,45,
Habitaciin doble mobiliario nuevo Eixample,l'Antiga Esquerra de l'Eixample,Private room,60,
Elegant & chic in gold mile,l'Antiga Esquerra de l'Eixample,Entire home/apt,125,92
DIAMOND PENTHOUSE -- SEA VIEWS,l'Antiga Esquerra de l'Eixample,Entire home/apt,69,90
Centre! Spacious comfortable room.,l'Antiga Esquerra de l'Eixample,Private room,37,90
Lovely attic with great terrace,l'Antiga Esquerra de l'Eixample,Entire home/apt,80,94
Penthouse Near Rambla Catalunya,l'Antiga Esquerra de l'Eixample,Entire home/apt,130,93
Big apartment in central Barcelona,l'Antiga Esquerra de l'Eixample,Entire home/apt,69,90
Spacious Suit in the center with private bathroom,l'Antiga Esquerra de l'Eixample,Private room,148,
Smart City Centre Apartment I,l'Antiga Esquerra de l'Eixample,Entire home/apt,149,
dip MODERN 1 BED FLAT NEXT OLD TOWN,l'Antiga Esquerra de l'Eixample,Entire home/apt,81,
THE REDDING ROOM BCN CITY CENTRE,l'Antiga Esquerra de l'Eixample,Private room,37,97
Eixample Barcelona Citycenter,l'Antiga Esquerra de l'Eixample,Entire home/apt,49,100
beautiful apartment in the center,l'Antiga Esquerra de l'Eixample,Entire home/apt,69,90
"Double Bedroom + Private Bathroom, Space Deluxe!",l'Antiga Esquerra de l'Eixample,Private room,80,91
central location in the Eixample di,l'Antiga Esquerra de l'Eixample,Entire home/apt,101,86
Modern and central in Eixample,l'Antiga Esquerra de l'Eixample,Entire home/apt,80,72
New! Casanova 52 - Eixample Deluxe - 4BR Apartment,l'Antiga Esquerra de l'Eixample,Entire home/apt,120,90
2 Double rooms in a big shared flat,l'Antiga Esquerra de l'Eixample,Private room,35,85
Gran habitaciin doble en Eixample,l'Antiga Esquerra de l'Eixample,Private room,60,
The Central Flat,l'Antiga Esquerra de l'Eixample,Entire home/apt,155,80
COZY & FRIENDLY CENTER 4p Wi-Fi  ,l'Antiga Esquerra de l'Eixample,Entire home/apt,85,82
Single room en pleno eixample,l'Antiga Esquerra de l'Eixample,Private room,20,
"Barcelona Aribau, free wifi",l'Antiga Esquerra de l'Eixample,Entire home/apt,120,100
BED IN NICE DORMITORY CITY CENTER 4 PERSONS MIXT,l'Antiga Esquerra de l'Eixample,Shared room,25,93
50m2 + 30m2 terrace Charming Attic,l'Antiga Esquerra de l'Eixample,Entire home/apt,79,96
Bohemian Barcelona Loft Apartment ,l'Antiga Esquerra de l'Eixample,Entire home/apt,185,95
New! Casanova 62 - Eixample Deluxe - 3BR + Terrace,l'Antiga Esquerra de l'Eixample,Entire home/apt,150,
Cozy penthouse with terrace 10 min plaia Catalunya,l'Antiga Esquerra de l'Eixample,Entire home/apt,89,100
PRIVATE ROOM= CITY CENTER+ FREE WIFI(ëˆgayfriendly),l'Antiga Esquerra de l'Eixample,Private room,19,88
Great roof-top with a Terrace,l'Antiga Esquerra de l'Eixample,Entire home/apt,450,98
"Cozy tree house, great connection, tranquil",l'Antiga Esquerra de l'Eixample,Private room,30,100
Incredible for 16 in pl Catalunya!,l'Antiga Esquerra de l'Eixample,Entire home/apt,510,85
BED IN DORMITORY CITY CENTER 6 PERS,l'Antiga Esquerra de l'Eixample,Shared room,22,88
Beautiful Room Modern Flat/Hab. Piso Moderno,l'Antiga Esquerra de l'Eixample,Private room,24,
"Doublebed-room,private bath+balcony",l'Antiga Esquerra de l'Eixample,Private room,20,
Renovated modernist flat next to Paseo de Gracia,l'Antiga Esquerra de l'Eixample,Entire home/apt,146,
New! Royal Aribau - Eixample Deluxe - 4 BR apt.,l'Antiga Esquerra de l'Eixample,Entire home/apt,140,100
Cosy Room in City Center,l'Antiga Esquerra de l'Eixample,Private room,45,90
Brand new luxury apartment in the city center,l'Antiga Esquerra de l'Eixample,Entire home/apt,90,97
Eixample free! For 5 travellers!,l'Antiga Esquerra de l'Eixample,Entire home/apt,59,93
Terrace with PARKING!!!,l'Antiga Esquerra de l'Eixample,Entire home/apt,80,84
habitaciin tranquila y comoda,l'Antiga Esquerra de l'Eixample,Private room,25,
Central with pool 8 people - M41,l'Antiga Esquerra de l'Eixample,Entire home/apt,340,91
Luxury double room in the best area of Barcelona,l'Antiga Esquerra de l'Eixample,Private room,45,
Autentic Eixample Terrace Penthouse,l'Antiga Esquerra de l'Eixample,Entire home/apt,170,85
Barcelona eixample center aa asc wifi..,l'Antiga Esquerra de l'Eixample,Entire home/apt,60,
"Double bed 1'50, balcony & hall",l'Antiga Esquerra de l'Eixample,Private room,42,
muntaner modernista 125 mt2,l'Antiga Esquerra de l'Eixample,Entire home/apt,130,92
Cozy & Central Place for Solo Travellers,l'Antiga Esquerra de l'Eixample,Private room,21,
Modern apartment in the center 1 BR,l'Antiga Esquerra de l'Eixample,Entire home/apt,180,93
Apartment with very sunny in modernist building,l'Antiga Esquerra de l'Eixample,Entire home/apt,80,94
Habitaciin: Caama doble en el centro de Barcelon,l'Antiga Esquerra de l'Eixample,Private room,90,100
SPACIOUS RAMBLA CATALUÕ¥A,l'Antiga Esquerra de l'Eixample,Entire home/apt,120,80
Espacio Matisse 3 beds : wifi / aircon / elevator,l'Antiga Esquerra de l'Eixample,Entire home/apt,130,84
Living room private and bedroom,l'Antiga Esquerra de l'Eixample,Private room,49,95
Habitacion Doble en el Centro,l'Antiga Esquerra de l'Eixample,Private room,27,88
Oriental Design apartment,l'Antiga Esquerra de l'Eixample,Entire home/apt,100,93
"Comfortable double room, big calm and clean floor,",l'Antiga Esquerra de l'Eixample,Private room,50,80
Design Room near Passeig de Gracia,l'Antiga Esquerra de l'Eixample,Private room,69,92
